state,year,population,lawful_permanent_residents_total,lawful_permanent_residents_rank,lawful_permanent_residents_per_million,lawful_permanent_residents_per_million_rank,adjustments_total,adjustments_rank,adjustments_per_million,adjustments_per_million_rank,new_arrivals_total,new_arrivals_rank,new_arrivals_per_million,new_arrivals_per_million_rank,nonimmigrants_total,nonimmigrants_rank,nonimmigrants_per_million,nonimmigrants_per_million_rank,naturalizations_total,naturalizations_rank,naturalizations_per_million,naturalizations_per_million_rank,refugees_total,refugees_rank,refugees_per_million,refugees_per_million_rank,asylees_total,asylees_rank,asylees_per_million,asylees_per_million_rank,source_file
Hawaii,2016,1427559,6290,28,4402.62,7,1880,36,1317.634,23,4400,23,3084.986,4,2765890,5,1937494.702,1,3670,29,2572.923,11,0,,0.0,,200,12,140.099,3,state_data_2013-2023_20250514_3.csv
Hawaii,2017,1424393,5400,31,3788.28,11,1360,40,953.389,31,4040,22,2834.892,5,2962610,5,2079907.722,1,3490,27,2450.869,11,0,,0.0,,370,13,259.76,2,state_data_2013-2023_20250514_3.csv
Hawaii,2018,1420593,5430,32,3822.347,9,1580,39,1112.212,27,3850,22,2710.136,3,3084550,5,2171308.742,1,2670,36,1876.681,15,0,,0.0,,380,15,270.31,2,state_data_2013-2023_20250514_3.csv
Hawaii,2019,1415872,4920,31,3472.772,9,1760,37,1240.931,22,3160,22,2231.84,4,2968120,5,2096320.148,1,4110,29,2902.805,10,0,,0.0,,210,25,146.2,6,state_data_2013-2023_20250514_3.csv
Hawaii,2020,1451252,2710,35,1866.664,15,1430,37,985.356,21,1280,28,881.308,10,1340380,6,923599.761,1,2520,35,1737.81,16,0,,0.0,,50,36,35.142,28,state_data_2013-2023_20250514_3.csv
Hawaii,2021,1447029,2450,37,1694.506,19,1340,39,928.109,25,1110,30,766.398,10,49870,31,34462.336,12,3800,28,2626.761,10,0,,0.0,,30,38,17.277,30,state_data_2013-2023_20250514_3.csv
Hawaii,2022,1440359,2710,38,1878.698,23,1160,42,802.578,29,1550,36,1076.121,15,686720,11,476767.945,1,4400,29,3052.711,13,0,,0.0,,40,41,27.771,31,state_data_2013-2023_20250514_3.csv
Hawaii,2023,1441387,4640,34,3219.815,14,1410,40,978.918,27,3230,26,2240.897,7,1495920,7,1037831.616,1,3000,35,2078.554,18,0,,0.0,,20,45,13.182,42,state_data_2013-2023_20250514_3.csv
Idaho,2013,1611206,2120,43,1315.785,35,1230,41,764.024,36,890,43,551.761,34,41210,47,25575.873,45,1310,43,809.952,34,920,25,571.001,3,10,47,3.103,48,state_data_2013-2023_20250514_3.csv
Idaho,2014,1631112,2200,41,1349.999,33,1410,39,865.667,34,790,45,484.332,37,42830,48,26255.095,46,1560,40,956.403,30,980,26,599.591,3,10,47,3.678,43,state_data_2013-2023_20250514_3.csv
Idaho,2015,1651059,2530,41,1532.956,33,1620,37,978.766,31,920,44,554.19,36,48290,47,29249.106,46,1430,43,864.294,34,940,26,566.303,4,10,49,4.24,47,state_data_2013-2023_20250514_3.csv
Idaho,2016,1682380,2560,41,1522.843,34,1520,39,902.293,33,1040,44,620.549,39,50400,47,29958.749,46,1530,41,911.209,34,1140,26,674.639,3,20,40,13.077,31,state_data_2013-2023_20250514_3.csv
Idaho,2017,1717715,2710,41,1577.095,34,1810,36,1052.561,28,900,44,524.534,40,62890,44,36610.846,43,1990,38,1160.844,29,630,27,365.602,5,20,45,10.479,43,state_data_2013-2023_20250514_3.csv
Idaho,2018,1750536,2730,41,1558.38,35,1870,36,1068.244,29,860,44,490.136,39,63110,44,36054.1,45,2100,38,1201.346,30,360,26,205.651,4,30,42,17.709,41,state_data_2013-2023_20250514_3.csv
Idaho,2019,1787065,2310,41,1293.741,37,1580,38,885.25,32,730,45,408.491,41,60050,46,33601.464,47,1660,40,928.897,40,520,24,292.659,2,30,44,15.668,45,state_data_2013-2023_20250514_3.csv
Idaho,2020,1849415,1850,39,1001.938,34,1400,38,756.996,30,450,44,244.942,42,28510,44,15413.523,46,1390,40,751.589,37,200,21,105.439,3,30,41,14.599,42,state_data_2013-2023_20250514_3.csv
Idaho,2021,1904848,1710,41,899.809,38,1240,41,649.921,35,480,41,249.889,40,21400,43,11232.917,34,1540,42,806.889,41,270,19,141.219,2,20,40,12.074,35,state_data_2013-2023_20250514_3.csv
Idaho,2022,1944299,2050,42,1054.365,40,1320,40,679.937,35,730,44,374.428,45,42940,44,22082.509,45,2550,38,1308.955,30,450,24,232.989,2,10,47,6.686,48,state_data_2013-2023_20250514_3.csv
Idaho,2023,1971122,2460,40,1249.035,38,1580,38,802.081,31,880,44,446.954,45,57330,45,29084.45,46,1470,43,747.797,45,800,27,403.831,5,10,47,6.088,49,state_data_2013-2023_20250514_3.csv
Illinois,2013,12895129,35990,6,2790.821,15,17810,6,1381.452,17,18170,6,1409.369,14,1197630,9,92874.216,18,27710,6,2148.563,15,2450,10,190.149,29,680,7,52.811,8,state_data_2013-2023_20250514_3.csv
Illinois,2014,12884493,36540,6,2835.579,15,17990,6,1396.097,17,18550,6,1439.482,14,1309780,8,101655.61,15,26220,6,2035.315,13,2580,10,200.085,29,350,8,27.164,15,state_data_2013-2023_20250514_3.csv
Illinois,2015,12858913,40480,6,3148.167,14,20640,6,1604.957,13,19840,6,1543.21,14,1437220,8,111768.623,15,25720,6,2000.325,17,2660,9,206.705,30,380,10,29.551,21,state_data_2013-2023_20250514_3.csv
Illinois,2016,12820527,43210,6,3370.142,15,20190,6,1574.662,13,23020,6,1795.48,14,1497940,8,116838.879,15,26000,6,2028.232,15,3130,10,243.75,32,290,11,22.698,21,state_data_2013-2023_20250514_3.csv
Illinois,2017,12778828,40530,6,3171.652,15,18950,6,1483.078,15,21580,6,1688.574,15,1630550,8,127598.086,16,24930,7,1951.118,14,1700,11,133.033,32,640,9,49.77,16,state_data_2013-2023_20250514_3.csv
Illinois,2018,12723071,38290,6,3009.258,16,18650,6,1466.155,16,19630,6,1543.102,14,1684800,8,132420.703,16,26480,6,2081.023,12,700,12,55.175,33,1220,7,95.574,13,state_data_2013-2023_20250514_3.csv
Illinois,2019,12671821,37960,6,2995.465,13,21180,6,1671.267,12,16780,6,1324.198,15,1686950,8,133126.407,16,30470,6,2404.706,15,1010,12,79.31,31,2090,6,165.012,5,state_data_2013-2023_20250514_3.csv
Illinois,2020,12799088,27380,6,2138.981,12,17060,5,1332.751,12,10320,6,806.229,14,688510,8,53793.598,16,19840,8,1549.72,18,350,13,27.424,33,1210,6,94.772,8,state_data_2013-2023_20250514_3.csv
Illinois,2021,12700641,26230,6,2065.093,13,17720,6,1394.811,14,8510,6,670.281,14,341870,8,26917.382,16,22680,7,1786.052,17,370,11,29.29,33,1040,4,81.728,6,state_data_2013-2023_20250514_3.csv
Illinois,2022,12621821,34550,6,2737.402,13,17120,8,1356.619,14,17430,6,1380.783,13,1020580,7,80858.222,16,32520,6,2576.411,16,910,11,71.86,26,1500,7,118.763,7,state_data_2013-2023_20250514_3.csv
Illinois,2023,12642259,37760,6,2986.65,15,17880,8,1414.462,16,19880,6,1572.187,13,1444160,9,114232.433,17,33560,6,2654.51,12,2330,11,184.461,27,570,9,45.008,20,state_data_2013-2023_20250514_3.csv
Indiana,2013,6568713,7670,22,1167.352,40,4560,22,693.439,39,3110,24,473.913,39,192020,27,29232.21,39,4370,26,665.123,44,1540,18,234.597,21,140,16,21.009,19,state_data_2013-2023_20250514_3.csv
Indiana,2014,6593644,8010,22,1214.503,39,4780,21,724.637,38,3230,24,489.866,36,193850,28,29399.373,42,4270,25,648.2,42,1610,17,244.781,20,50,25,7.886,37,state_data_2013-2023_20250514_3.csv
Indiana,2015,6608422,8550,23,1294.409,37,5180,21,783.394,38,3380,24,511.015,38,213460,28,32300.449,41,4690,24,709.095,42,1790,15,271.32,17,80,25,12.56,36,state_data_2013-2023_20250514_3.csv
Indiana,2016,6634304,9950,23,1499.178,37,5640,20,850.73,36,4300,24,648.448,38,229330,28,34567.906,41,5110,23,770.691,39,1890,17,285.335,25,70,27,10.099,35,state_data_2013-2023_20250514_3.csv
Indiana,2017,6658078,10050,21,1509.745,35,6200,20,931.35,33,3850,24,578.395,37,257730,28,38708.769,41,6420,20,964.242,35,1040,22,156.502,30,150,23,22.98,31,state_data_2013-2023_20250514_3.csv
Indiana,2018,6695497,9740,21,1454.858,37,5990,21,894.034,36,3760,23,560.825,37,273330,28,40823.556,41,6580,22,982.451,36,490,16,73.632,23,350,16,51.826,26,state_data_2013-2023_20250514_3.csv
Indiana,2019,6732219,8530,22,1266.596,38,5400,21,801.37,37,3130,23,465.226,39,304030,27,45160.444,38,7390,21,1097.112,33,870,13,128.487,15,720,11,107.097,13,state_data_2013-2023_20250514_3.csv
Indiana,2020,6790497,6550,22,964.731,37,4460,20,657.242,35,2090,22,307.489,36,142060,26,20920.855,39,5110,23,752.08,36,320,14,47.566,13,560,12,82.026,11,state_data_2013-2023_20250514_3.csv
Indiana,2021,6815907,7220,22,1059.727,32,5240,20,768.643,31,1980,22,291.084,36,77580,20,11382.784,33,6110,22,896.726,38,200,24,29.637,32,380,11,55.605,11,state_data_2013-2023_20250514_3.csv
Indiana,2022,6844545,8680,21,1268.309,35,5090,20,743.22,34,3590,22,525.09,37,179550,27,26232.861,39,8330,22,1217.028,36,540,19,78.603,19,430,13,62.239,17,state_data_2013-2023_20250514_3.csv
Indiana,2023,6880131,10760,22,1563.778,35,6380,18,926.581,29,4380,22,637.197,36,249720,26,36295.239,39,8500,21,1235.587,33,1450,16,210.606,22,120,27,16.86,40,state_data_2013-2023_20250514_3.csv
Iowa,2013,3092997,4110,34,1327.192,34,2480,31,801.165,34,1630,35,526.027,36,69960,41,22618.515,48,2500,34,809.247,35,600,27,193.34,28,20,37,6.143,45,state_data_2013-2023_20250514_3.csv
Iowa,2014,3109350,4230,34,1358.805,32,2550,30,820.107,36,1680,36,538.698,33,77410,41,24895.235,48,2000,37,643.221,43,690,27,222.555,24,10,42,3.859,41,state_data_2013-2023_20250514_3.csv
Iowa,2015,3120960,5050,31,1617.131,31,3100,30,993.605,30,1950,34,623.526,32,79710,41,25539.578,48,2570,36,824.746,36,780,27,250.884,22,50,30,16.982,31,state_data_2013-2023_20250514_3.csv
Iowa,2016,3131371,5300,33,1692.23,32,2710,31,866.713,34,2590,32,825.517,30,83720,41,26734.616,48,2810,33,895.774,35,1000,27,317.752,18,30,34,9.9,36,state_data_2013-2023_20250514_3.csv
Iowa,2017,3141550,5580,29,1775.238,31,2900,31,922.156,34,2680,28,853.082,27,91590,41,29152.807,48,2680,34,852.127,37,660,26,209.451,16,50,34,16.871,35,state_data_2013-2023_20250514_3.csv
Iowa,2018,3148618,5480,31,1741.717,32,3060,31,972.173,31,2420,30,769.544,28,94570,41,30035.717,49,3610,30,1146.535,32,540,15,170.869,8,40,41,13.974,46,state_data_2013-2023_20250514_3.csv
Iowa,2019,3155070,5530,28,1754.002,30,3080,29,975.256,29,2460,26,778.747,26,91110,41,28878.282,49,4980,27,1579.68,28,750,16,236.128,4,130,31,40.57,32,state_data_2013-2023_20250514_3.csv
Iowa,2020,3191141,3910,29,1224.327,30,2450,30,768.064,29,1460,25,456.263,27,41580,40,13029.822,49,3540,28,1109.008,23,160,27,50.452,11,110,30,34.157,29,state_data_2013-2023_20250514_3.csv
Iowa,2021,3198613,3450,30,1078.593,31,2370,30,740.634,32,1080,33,337.959,33,26690,41,8344.242,48,3300,30,1032.948,33,250,21,76.596,3,30,35,10.63,37,state_data_2013-2023_20250514_3.csv
Iowa,2022,3202820,4740,30,1479.009,33,2410,31,753.399,33,2320,29,725.611,29,61440,41,19184.032,48,4100,31,1279.185,32,500,21,156.425,5,40,42,12.177,42,state_data_2013-2023_20250514_3.csv
Iowa,2023,3218414,4900,32,1523.421,36,2380,34,739.805,37,2520,31,783.616,32,82710,41,25698.061,49,4310,30,1339.169,31,1500,15,465.757,3,100,30,31.382,29,state_data_2013-2023_20250514_3.csv
Kansas,2013,2893212,5000,29,1728.183,27,2990,28,1033.453,27,2010,29,694.73,27,103290,38,35701.497,36,2760,32,954.303,31,470,31,163.832,34,30,33,8.987,39,state_data_2013-2023_20250514_3.csv
Kansas,2014,2900475,4860,29,1675.932,29,2810,28,969.496,28,2050,29,706.436,27,94330,38,32523.638,38,2740,29,945.707,31,490,32,168.938,34,20,34,6.895,39,state_data_2013-2023_20250514_3.csv
Kansas,2015,2909011,5420,29,1862.832,27,3370,29,1159.157,24,2050,33,703.676,30,99240,39,34114.687,40,2830,33,972.839,31,740,28,254.726,20,50,32,17.188,30,state_data_2013-2023_20250514_3.csv
Kansas,2016,2910844,5710,31,1961.287,30,3170,29,1088.688,24,2540,33,872.599,29,102920,39,35358.473,40,3050,31,1047.806,31,910,28,313.998,20,30,38,8.589,40,state_data_2013-2023_20250514_3.csv
Kansas,2017,2908718,5700,28,1960.658,27,3270,29,1125.582,25,2430,32,835.076,28,122460,38,42102.053,39,3150,32,1083.639,31,580,28,199.401,19,40,37,14.439,40,state_data_2013-2023_20250514_3.csv
Kansas,2018,2911359,5630,30,1933.805,28,3470,30,1190.166,25,2170,34,743.639,30,135000,37,46369.41,38,3940,28,1351.946,27,380,25,131.554,10,130,30,45.34,29,state_data_2013-2023_20250514_3.csv
Kansas,2019,2913314,5140,29,1763.971,28,3150,28,1079.87,26,1990,31,684.101,29,133430,38,45800.762,37,3880,31,1330.1,30,410,28,139.703,13,160,27,54.577,29,state_data_2013-2023_20250514_3.csv
Kansas,2020,2938172,3940,27,1341.991,25,2600,28,884.223,24,1350,26,457.768,26,62880,38,21402.083,37,3040,31,1032.955,28,130,28,42.543,16,80,33,28.589,33,state_data_2013-2023_20250514_3.csv
Kansas,2021,2938338,3400,31,1156.776,30,2310,31,787.18,30,1090,32,369.597,30,28610,40,9737.477,42,2960,32,1007.713,34,170,26,56.835,10,40,34,13.273,34,state_data_2013-2023_20250514_3.csv
Kansas,2022,2937324,4450,32,1514.644,30,2470,30,840.561,26,1980,33,674.083,32,89900,36,30605.408,35,3760,33,1279.396,31,350,26,117.454,9,50,38,16.341,40,state_data_2013-2023_20250514_3.csv
Kansas,2023,2951500,5280,30,1787.227,29,2900,31,983.906,26,2370,34,803.32,30,119090,37,40348.975,37,3910,32,1325.767,32,780,28,264.611,10,40,41,12.536,44,state_data_2013-2023_20250514_3.csv
Kentucky,2013,4404659,5160,28,1171.26,39,3560,27,807.1,33,1600,36,364.16,46,93190,39,21157.37,49,3340,29,758.515,40,1600,16,363.933,10,60,25,12.487,29,state_data_2013-2023_20250514_3.csv
Kentucky,2014,4414349,5630,28,1276.292,36,3810,25,864.001,35,1820,33,412.292,44,92940,39,21053.614,49,2660,30,603.26,45,1850,15,418.861,7,30,28,7.702,38,state_data_2013-2023_20250514_3.csv
Kentucky,2015,4425976,5650,28,1275.877,38,3870,27,875.061,33,1770,36,400.816,48,103920,38,23479.341,49,2850,31,643.022,44,1990,14,449.618,7,50,31,11.975,37,state_data_2013-2023_20250514_3.csv
Kentucky,2016,4438182,7100,26,1599.303,33,4680,24,1053.81,27,2420,35,545.494,41,114160,38,25722.469,49,3050,30,688.12,44,2410,14,541.889,6,40,31,9.463,37,state_data_2013-2023_20250514_3.csv
Kentucky,2017,4452268,7540,25,1692.845,32,5250,23,1178.95,23,2290,35,513.895,41,125010,37,28078.049,49,3450,28,773.763,42,1620,14,363.41,6,40,38,9.433,44,state_data_2013-2023_20250514_3.csv
Kentucky,2018,4461153,8730,24,1957.79,27,6660,19,1491.767,15,2080,35,466.023,42,135960,36,30475.754,48,4330,26,970.601,37,900,9,200.845,6,120,31,26.226,35,state_data_2013-2023_20250514_3.csv
Kentucky,2019,4467673,6010,27,1344.324,36,3860,27,864.432,34,2140,29,479.892,38,142260,36,31842.527,48,4720,28,1057.15,34,1420,6,318.063,1,140,30,31.336,36,state_data_2013-2023_20250514_3.csv
Kentucky,2020,4508318,3930,28,872.166,39,2790,27,619.522,39,1140,32,252.644,39,68000,36,15083.452,48,2630,33,582.701,46,480,6,105.583,2,110,29,24.399,35,state_data_2013-2023_20250514_3.csv
Kentucky,2021,4507583,4400,27,976.355,36,3260,27,722.56,33,1140,29,253.795,39,41310,34,9164.113,44,5050,23,1119.669,31,670,4,148.417,1,70,26,15.973,31,state_data_2013-2023_20250514_3.csv
Kentucky,2022,4519233,6480,25,1432.987,34,3520,27,778.008,30,2960,25,654.978,34,85620,37,18944.586,49,6380,24,1411.744,26,1300,4,287.659,1,120,29,26.996,32,state_data_2013-2023_20250514_3.csv
Kentucky,2023,4550595,7830,24,1719.995,31,4400,25,965.808,28,3430,24,754.187,33,121970,36,26802.429,48,4700,27,1031.953,38,2520,7,552.675,1,230,18,51.202,14,state_data_2013-2023_20250514_3.csv
Louisiana,2013,4624527,4360,31,941.718,44,2160,33,466.642,47,2200,27,475.076,38,252350,23,54568.392,25,2540,33,549.894,46,220,39,48.221,41,40,27,9.514,37,state_data_2013-2023_20250514_3.csv
Louisiana,2014,4644013,4380,32,943.58,44,2300,32,495.046,44,2080,28,448.534,40,310840,22,66933.06,19,2620,31,563.306,46,210,38,45.435,40,50,26,10.982,29,state_data_2013-2023_20250514_3.csv
Louisiana,2015,4664628,4700,33,1006.726,44,2440,32,523.086,44,2260,30,483.64,39,337810,22,72420.137,20,2960,30,633.705,46,140,42,28.941,42,60,28,13.72,34,state_data_2013-2023_20250514_3.csv
Louisiana,2016,4678135,5780,30,1236.39,42,2640,32,564.114,44,3150,26,672.276,37,350060,22,74829.82,19,2850,32,608.362,46,170,41,36.981,42,180,15,37.836,14,state_data_2013-2023_20250514_3.csv
Louisiana,2017,4670560,4690,34,1003.734,45,2140,34,457.761,46,2550,29,545.973,38,370860,23,79402.898,20,2160,37,462.471,46,80,42,17.985,44,370,14,79.22,10,state_data_2013-2023_20250514_3.csv
Louisiana,2018,4659690,4890,34,1049.211,44,2350,34,504.111,46,2540,28,545.101,38,414140,22,88877.157,19,2990,35,640.815,46,20,45,5.151,46,590,12,126.403,8,state_data_2013-2023_20250514_3.csv
Louisiana,2019,4648794,5120,30,1100.5,42,2880,30,619.3,44,2240,28,481.2,37,403130,22,86717.329,20,3130,35,673.293,46,10,45,2.581,48,500,17,106.909,14,state_data_2013-2023_20250514_3.csv
Louisiana,2020,4652301,2580,36,555.424,47,1450,36,312.319,48,1130,33,243.106,43,201600,20,43332.751,18,3650,26,784.558,35,0,,0.0,,750,9,160.136,4,state_data_2013-2023_20250514_3.csv
Louisiana,2021,4627971,3140,32,677.835,44,2030,32,439.069,44,1110,31,238.766,42,71090,24,15360.727,26,2340,36,505.189,45,10,45,1.513,45,430,10,92.697,3,state_data_2013-2023_20250514_3.csv
Louisiana,2022,4593687,4820,29,1049.048,41,2790,29,608.226,41,2030,31,440.822,41,203750,23,44354.567,24,3250,34,706.622,47,20,45,4.789,47,380,15,82.94,13,state_data_2013-2023_20250514_3.csv
Louisiana,2023,4588071,4940,31,1077.359,44,2710,32,591.316,44,2230,35,486.043,44,319100,23,69550.362,21,3480,33,759.143,44,110,45,22.885,45,180,21,38.796,23,state_data_2013-2023_20250514_3.csv
Maine,2013,1328009,1210,48,909.632,45,740,47,554.966,43,470,46,354.666,47,106410,37,80125.21,19,990,45,743.971,41,350,35,263.552,17,40,29,30.873,11,state_data_2013-2023_20250514_3.csv
Maine,2014,1330513,1380,46,1038.697,43,850,45,638.851,40,530,46,399.846,45,81690,40,61400.377,23,910,46,683.195,40,390,34,291.617,13,100,17,73.656,7,state_data_2013-2023_20250514_3.csv
Maine,2015,1328262,1460,47,1102.192,43,920,45,694.14,40,540,46,408.052,46,86150,40,64859.945,24,1100,44,829.656,35,430,35,319.967,12,150,20,113.682,7,state_data_2013-2023_20250514_3.csv
Maine,2016,1331317,1750,45,1312.986,41,1100,42,827.752,38,650,46,485.234,46,85070,40,63901.385,26,980,46,738.367,42,610,31,455.939,9,90,23,66.1,9,state_data_2013-2023_20250514_3.csv
Maine,2017,1334612,1590,45,1194.355,41,1010,43,754.526,41,590,46,439.828,46,94720,40,70971.189,25,1040,44,778.503,41,290,35,215.793,15,60,32,44.957,17,state_data_2013-2023_20250514_3.csv
Maine,2018,1339057,1750,44,1306.143,40,1210,42,905.861,34,540,47,400.282,46,103670,40,77417.914,23,1120,46,839.397,39,60,40,46.301,35,80,35,59.744,22,state_data_2013-2023_20250514_3.csv
Maine,2019,1344212,1360,47,1012.489,44,910,44,673.257,42,460,47,339.232,46,106020,40,78872.231,22,1080,46,800.469,43,140,35,104.15,23,120,36,85.552,19,state_data_2013-2023_20250514_3.csv
Maine,2020,1364571,940,46,685.197,45,590,46,435.302,45,340,45,249.895,40,52790,39,38685.418,21,710,46,520.31,47,40,38,32.245,27,90,31,65.222,16,state_data_2013-2023_20250514_3.csv
Maine,2021,1378931,900,46,651.954,46,600,46,431.494,45,300,47,220.461,45,34570,35,25072.321,18,1150,45,836.155,40,40,38,29.008,34,40,32,31.184,19,state_data_2013-2023_20250514_3.csv
Maine,2022,1390922,1360,45,979.926,43,770,44,550.714,43,600,46,429.212,42,65440,40,47050.086,22,1240,44,891.495,42,100,34,74.052,21,150,26,107.123,9,state_data_2013-2023_20250514_3.csv
Maine,2023,1399646,1590,46,1136.716,42,850,44,607.296,42,740,46,529.42,41,95150,40,67982.904,22,1370,44,977.39,40,410,33,295.075,8,70,35,49.298,16,state_data_2013-2023_20250514_3.csv
Maryland,2013,5923188,25360,9,4281.647,8,13500,11,2279.009,7,11860,9,2002.638,6,349170,19,58949.505,23,17750,11,2997.035,7,1240,21,209.684,24,810,5,136.92,4,state_data_2013-2023_20250514_3.csv
Maryland,2014,5957283,24790,9,4160.789,7,12310,11,2065.707,7,12480,9,2095.083,7,368820,19,61911.277,22,13710,11,2300.881,11,1230,21,205.966,27,660,7,110.957,4,state_data_2013-2023_20250514_3.csv
Maryland,2015,5985562,22630,12,3780.263,9,10400,14,1737.849,12,12230,10,2042.415,7,408340,19,68220.328,22,18390,10,3072.393,6,1510,19,251.94,21,780,7,129.645,5,state_data_2013-2023_20250514_3.csv
Maryland,2016,6003323,26080,12,4343.761,8,11540,13,1921.436,10,14540,10,2422.325,8,440430,19,73364.535,21,19780,10,3294.009,6,1650,20,275.348,27,590,8,98.945,5,state_data_2013-2023_20250514_3.csv
Maryland,2017,6023868,25100,12,4165.928,7,10210,14,1694.592,11,14890,10,2471.336,7,459170,20,76225.608,23,17730,9,2943.126,7,1070,19,177.959,23,700,7,116.868,5,state_data_2013-2023_20250514_3.csv
Maryland,2018,6035802,24300,12,4026.143,7,10730,16,1778.223,12,13570,10,2247.92,7,462030,20,76548.402,24,12430,15,2060.041,13,470,19,77.04,22,1040,8,172.471,6,state_data_2013-2023_20250514_3.csv
Maryland,2019,6045680,22300,12,3689.246,8,11080,13,1833.044,10,11220,11,1856.201,7,472650,20,78179.626,23,19350,11,3200.467,7,760,15,126.206,16,1090,9,180.79,4,state_data_2013-2023_20250514_3.csv
Maryland,2020,6177935,16050,12,2597.794,7,8650,14,1399.982,10,7400,11,1197.811,5,189400,21,30656.684,24,19880,7,3217.58,3,250,18,39.819,20,910,7,146.489,5,state_data_2013-2023_20250514_3.csv
Maryland,2021,6179403,17280,12,2797.034,8,11600,11,1877.204,9,5680,11,919.83,6,118420,17,19163.34,22,19800,9,3203.708,7,280,16,45.635,16,1090,3,176.069,1,state_data_2013-2023_20250514_3.csv
Maryland,2022,6192440,24230,12,3913.32,7,12750,12,2058.478,9,11490,11,1854.842,6,281510,20,45460.594,23,22660,12,3658.816,7,500,23,79.936,18,1550,6,249.498,2,state_data_2013-2023_20250514_3.csv
Maryland,2023,6217062,25520,12,4104.35,7,12120,12,1949.796,10,13400,10,2154.555,8,382660,21,61550.617,24,20420,14,3284.349,9,1320,21,212.801,19,600,8,95.704,5,state_data_2013-2023_20250514_3.csv
Massachusetts,2013,6713315,29480,7,4391.571,7,15330,8,2283.373,6,14150,7,2108.198,5,1056510,10,157374.561,13,21400,8,3188.291,5,1830,14,272.444,15,220,11,32.324,10,state_data_2013-2023_20250514_3.csv
Massachusetts,2014,6762596,29780,7,4403.043,6,14710,7,2175.052,6,15070,7,2227.991,5,1156760,9,171052.803,11,21610,7,3195.223,5,1940,14,286.428,14,210,12,30.905,14,state_data_2013-2023_20250514_3.csv
Massachusetts,2015,6794228,28540,7,4199.888,7,12880,9,1895.874,9,15650,7,2304.015,5,1246290,9,183433.497,10,23550,7,3466.766,5,1690,17,248.446,23,500,9,72.856,11,state_data_2013-2023_20250514_3.csv
Massachusetts,2016,6823608,35710,7,5232.716,5,16190,7,2372.059,6,19520,7,2860.657,5,1350220,9,197874.79,9,24580,7,3601.76,5,1730,18,254.118,30,360,9,52.025,11,state_data_2013-2023_20250514_3.csv
Massachusetts,2017,6859789,37010,7,5395.21,5,16270,7,2371.793,5,20740,7,3023.417,3,1423600,9,207528.686,10,27740,6,4043.71,3,1090,18,158.168,27,480,12,69.973,12,state_data_2013-2023_20250514_3.csv
Massachusetts,2018,6882635,33170,7,4819.956,5,14890,7,2162.834,7,18290,7,2657.122,4,1502920,10,218364.478,10,24830,7,3607.049,5,460,20,67.416,27,480,13,69.741,17,state_data_2013-2023_20250514_3.csv
Massachusetts,2019,6892503,30830,7,4473.556,5,15000,9,2176.133,7,15840,7,2297.424,3,1496110,10,217063.38,10,22890,9,3321.58,6,520,25,74.864,32,670,13,97.642,15,state_data_2013-2023_20250514_3.csv
Massachusetts,2020,6994598,22110,7,3160.582,4,13190,8,1885.741,5,8920,8,1274.841,4,581580,12,83147.595,11,20370,6,2911.819,4,290,16,41.604,19,620,11,88.926,10,state_data_2013-2023_20250514_3.csv
Massachusetts,2021,7000474,22430,7,3204.212,5,15400,8,2199.422,5,7030,8,1004.789,4,232670,12,33236.464,13,24090,6,3440.481,5,230,22,32.855,26,450,9,63.567,9,state_data_2013-2023_20250514_3.csv
Massachusetts,2022,7022468,32890,7,4682.827,4,18480,7,2631.411,6,14410,7,2051.416,4,852270,9,121363.173,11,27010,10,3845.941,6,510,20,72.197,24,1050,8,149.52,5,state_data_2013-2023_20250514_3.csv
Massachusetts,2023,7066568,36730,7,5198.28,5,18950,7,2681.075,5,17790,8,2517.205,4,1203490,12,170306.859,11,24220,9,3427.548,7,1230,22,174.201,28,360,14,50.378,15,state_data_2013-2023_20250514_3.csv
Michigan,2013,9913065,16950,13,1710.066,28,9650,14,972.958,31,7310,13,737.108,26,1040330,11,104945.04,17,12950,14,1306.357,23,4650,3,469.179,6,210,12,21.487,18,state_data_2013-2023_20250514_3.csv
Michigan,2014,9929848,18190,13,1831.347,27,10440,13,1051.275,24,7750,13,780.072,25,701390,12,70634.213,18,11810,13,1189.243,23,4010,4,403.43,9,140,15,14.2,23,state_data_2013-2023_20250514_3.csv
Michigan,2015,9931715,18050,14,1817.309,29,10540,13,1061.247,25,7510,14,756.063,26,726630,13,73162.49,19,12470,14,1255.876,25,3010,5,303.271,14,190,17,19.03,26,state_data_2013-2023_20250514_3.csv
Michigan,2016,9950571,22570,13,2268.111,25,10380,15,1042.855,29,12190,13,1225.256,22,724310,13,72790.396,22,13580,13,1364.344,23,4260,4,427.915,11,160,16,15.778,29,state_data_2013-2023_20250514_3.csv
Michigan,2017,9973114,18930,15,1897.802,30,9510,15,953.463,30,9420,14,944.339,24,892670,12,89507.55,18,12730,14,1275.93,25,2540,6,254.284,10,210,18,20.956,34,state_data_2013-2023_20250514_3.csv
Michigan,2018,9984072,19850,14,1988.167,26,12300,11,1231.461,24,7560,14,756.705,29,1068710,12,107041.796,17,14340,12,1436.087,25,650,13,65.204,29,260,21,25.841,36,state_data_2013-2023_20250514_3.csv
